station,date,tavg,depart,dewpoint,wetbulb,heat,cool,preciptotal,resultspeed,avgspeed,year,mth,weekofyear,darkhours,humidity,tavg_7,depart_7,dewpoint_7,wetbulb_7,heat_7,cool_7,preciptotal_7,resultspeed_7,avgspeed_7,humidity_7,darkhours_7,tavg_10,depart_10,dewpoint_10,wetbulb_10,heat_10,cool_10,preciptotal_10,resultspeed_10,avgspeed_10,humidity_10,darkhours_10
2,2008-08-15,70.0,16.5,55,61.0,0.0,5.0,0.0,7.5,9.1,2008,8,33,10.05,58.333333333333336,71.14285714285714,9.571428571428571,57.714285714285715,62.57142857142857,0.0,6.142857142857143,0.008571428571428313,5.542857142857131,6.728571428571445,62.69841269841267,10.022857142857143,70.3,7.25,57.5,62.3,0.0,5.3,0.00599999999999973,4.950000000000005,6.329999999999995,64.4444444444444,10.005999999999966
1,2008-08-16,71.0,-1.0,53,61.0,0.0,6.0,0.0,5.7,6.5,2008,8,33,10.48,49.999999999999986,71.28571428571429,7.071428571428571,57.142857142857146,62.42857142857143,0.0,6.285714285714286,0.008571428571428313,5.885714285714275,7.085714285714302,60.71428571428568,10.094285714285714,70.6,7.65,57.1,62.3,0.0,5.6,0.00599999999999973,5.130000000000004,6.349999999999996,62.49999999999996,10.057999999999968
2,2008-08-16,71.0,17.5,53,61.0,0.0,6.0,0.0,5.5,6.4,2008,8,33,10.48,49.999999999999986,71.0,9.571428571428571,56.285714285714285,62.142857142857146,0.0,6.0,0.0,6.242857142857132,7.3428571428571585,59.1269841269841,10.161428571428571,70.9,7.95,56.7,62.2,0.0,5.9,0.00599999999999973,5.3300000000000045,6.379999999999996,60.55555555555551,10.109999999999967
1,2008-08-17,74.0,2.0,60,65.0,0.0,9.0,0.0,7.9,8.0,2008,8,33,10.5,61.111111111111114,71.28571428571429,7.214285714285714,56.42857142857143,62.42857142857143,0.0,6.285714285714286,0.0,6.928571428571417,7.742857142857159,58.73015873015869,10.23142857142857,71.4,8.55,57.0,62.5,0.0,6.4,0.00599999999999973,5.7900000000000045,6.799999999999995,59.99999999999996,10.161999999999967
2,2008-08-17,74.0,20.5,59,65.0,0.0,9.0,0.0,8.5,8.8,2008,8,33,10.5,58.33333333333334,71.71428571428571,10.285714285714286,56.285714285714285,62.57142857142857,0.0,6.714285714285714,0.0,7.099999999999989,7.871428571428588,57.14285714285711,10.298571428571426,71.8,8.95,57.2,62.8,0.0,6.8,0.00599999999999973,6.310000000000005,7.279999999999996,59.4444444444444,10.213999999999967
1,2008-08-18,75.0,3.0,57,64.0,0.0,10.0,0.0,7.2,7.4,2008,8,34,10.53,50.0,72.14285714285714,8.071428571428571,55.857142857142854,62.57142857142857,0.0,7.142857142857143,0.0,7.028571428571418,7.728571428571445,54.76190476190474,10.37,72.0,9.25,57.0,62.9,0.0,7.0,0.0,6.730000000000006,7.559999999999997,58.33333333333329,10.265999999999966
2,2008-08-18,75.0,21.5,58,65.0,0.0,10.0,0.0,6.6,7.0,2008,8,34,10.53,52.777777777777786,72.85714285714286,11.428571428571429,56.42857142857143,63.142857142857146,0.0,7.857142857142857,0.0,6.985714285714275,7.6000000000000165,54.36507936507934,10.438571428571427,72.3,9.55,56.9,63.1,0.0,7.3,0.0,7.080000000000005,7.739999999999997,57.222222222222186,10.317999999999966
1,2008-08-19,73.0,2.0,64,67.0,0.0,8.0,0.0,5.9,6.7,2008,8,34,10.55,75.0,73.28571428571429,9.357142857142858,57.714285714285715,64.0,0.0,8.285714285714286,0.0,6.7571428571428465,7.257142857142874,56.746031746031726,10.51,72.5,9.85,57.3,63.4,0.0,7.5,0.0,6.940000000000007,7.619999999999996,57.777777777777736,10.369999999999965
2,2008-08-19,75.0,21.5,64,68.0,0.0,10.0,0.0,4.9,6.0,2008,8,34,10.55,69.44444444444444,73.85714285714286,12.571428571428571,59.285714285714285,65.0,0.0,8.857142857142858,0.0,6.642857142857132,7.185714285714303,59.523809523809504,10.519999999999998,72.8,10.15,57.7,63.8,0.0,7.8,0.0,6.660000000000006,7.3799999999999955,58.05555555555552,10.421999999999965
1,2008-08-20,73.0,2.0,60,65.0,0.0,8.0,0.0,6.0,7.4,2008,8,34,10.58,63.888888888888886,74.14285714285714,10.357142857142858,60.285714285714285,65.57142857142857,0.0,9.142857142857142,0.0,6.714285714285703,7.328571428571445,61.50793650793649,10.534285714285712,73.1,10.55,58.3,64.2,0.0,8.1,0.0,6.570000000000006,7.329999999999996,58.88888888888886,10.474999999999966
2,2008-08-20,74.0,20.5,59,65.0,0.0,9.0,0.0,7.3,7.7,2008,8,34,10.58,58.33333333333334,74.14285714285714,13.0,60.142857142857146,65.57142857142857,0.0,9.142857142857142,0.0,6.6285714285714175,7.285714285714303,61.1111111111111,10.545714285714283,73.5,10.95,58.7,64.6,0.0,8.5,0.0,6.550000000000006,7.189999999999996,58.88888888888886,10.527999999999967
1,2008-08-21,75.0,4.0,61,66.0,0.0,10.0,0.0,6.5,8.4,2008,8,34,10.6,61.111111111111114,74.28571428571429,10.642857142857142,60.42857142857143,65.71428571428571,0.0,9.285714285714286,0.0,6.342857142857132,7.228571428571446,61.50793650793649,10.559999999999997,73.9,11.45,59.5,65.1,0.0,8.9,0.0,6.630000000000005,7.379999999999997,59.999999999999964,10.539999999999965
2,2008-08-21,76.0,22.5,60,66.0,0.0,11.0,0.0,6.5,7.7,2008,8,34,10.6,55.55555555555556,74.42857142857143,13.428571428571429,60.857142857142854,66.0,0.0,9.428571428571429,0.0,6.242857142857131,7.271428571428589,62.30158730158728,10.569999999999995,74.4,11.95,60.2,65.6,0.0,9.4,0.0,6.730000000000006,7.509999999999996,60.55555555555552,10.551999999999964
1,2008-08-22,78.0,7.0,68,71.0,0.0,13.0,0.09,12.7,12.8,2008,8,34,10.63,72.22222222222221,74.85714285714286,11.357142857142858,62.285714285714285,66.85714285714286,0.0,9.857142857142858,0.012857142857142598,7.114285714285702,8.10000000000002,65.07936507936506,10.58428571428571,74.8,12.45,61.0,66.2,0.0,9.8,0.00899999999999973,7.210000000000005,7.989999999999997,61.66666666666663,10.564999999999964
2,2008-08-22,80.0,26.5,69,72.0,0.0,15.0,0.0,11.1,11.5,2008,8,34,10.63,69.44444444444444,75.85714285714286,14.857142857142858,63.0,67.57142857142857,0.0,10.857142857142858,0.012857142857142598,7.857142857142846,8.785714285714304,64.28571428571426,10.59571428571428,75.4,13.05,62.0,66.9,0.0,10.4,0.00899999999999973,7.470000000000004,8.259999999999996,62.777777777777736,10.577999999999964
1,2008-08-23,78.0,7.0,66,70.0,0.0,13.0,0.0,7.6,9.4,2008,8,34,10.66,66.66666666666666,76.28571428571429,12.785714285714286,63.285714285714285,67.85714285714286,0.0,11.285714285714286,0.012857142857142598,8.242857142857131,9.27142857142859,63.888888888888864,10.611428571428565,75.7,13.45,62.9,67.5,0.0,10.7,0.00899999999999973,7.510000000000003,8.459999999999997,64.4444444444444,10.590999999999962
2,2008-08-23,80.0,26.5,68,71.0,0.0,15.0,0.0,8.3,9.6,2008,8,34,10.66,66.66666666666666,77.28571428571429,16.285714285714285,64.42857142857143,68.71428571428571,0.0,12.285714285714286,0.012857142857142598,8.57142857142856,9.585714285714303,64.28571428571425,10.622857142857137,76.2,13.95,63.9,68.1,0.0,11.2,0.00899999999999973,7.680000000000004,8.719999999999995,65.83333333333329,10.603999999999962
1,2008-08-24,70.0,-1.0,57,62.0,0.0,5.0,0.0,7.7,9.7,2008,8,34,10.69,63.888888888888886,76.71428571428571,13.214285714285714,64.14285714285714,68.28571428571429,0.0,11.714285714285714,0.012857142857142598,8.62857142857142,9.87142857142859,65.07936507936505,10.638571428571423,75.9,13.65,63.2,67.6,0.0,10.9,0.00899999999999973,7.860000000000004,9.019999999999996,64.72222222222217,10.617999999999963
2,2008-08-24,72.0,18.5,57,63.0,0.0,7.0,0.0,8.7,10.0,2008,8,34,10.69,58.33333333333333,76.28571428571429,15.285714285714286,63.57142857142857,67.85714285714286,0.0,11.285714285714286,0.012857142857142598,8.942857142857134,10.100000000000017,64.68253968253966,10.651428571428566,75.6,13.35,62.5,67.1,0.0,10.6,0.00899999999999973,8.240000000000004,9.419999999999996,63.611111111111065,10.631999999999962
1,2008-08-25,69.0,-1.0,54,60.0,0.0,4.0,0.0,11.1,11.4,2008,8,35,10.71,58.33333333333332,75.28571428571429,11.928571428571429,62.714285714285715,67.0,0.0,10.285714285714286,0.012857142857142598,9.59999999999999,10.628571428571446,65.07936507936505,10.667142857142851,75.2,13.05,61.9,66.6,0.0,10.2,0.00899999999999973,8.750000000000004,9.819999999999997,63.05555555555551,10.644999999999964
2,2008-08-25,70.0,16.5,56,61.0,0.0,5.0,0.0,12.7,13.1,2008,8,35,10.71,61.111111111111114,74.14285714285714,13.285714285714286,61.0,65.57142857142857,0.0,9.142857142857142,0.0,9.59999999999999,10.671428571428589,63.49206349206347,10.678571428571425,74.8,12.65,61.6,66.2,0.0,9.8,0.00899999999999973,9.290000000000003,10.359999999999996,63.33333333333328,10.657999999999962
1,2008-08-26,69.0,-1.0,54,60.0,0.0,4.0,0.0,7.7,8.4,2008,8,35,10.74,58.33333333333332,72.57142857142857,9.357142857142858,58.857142857142854,63.857142857142854,0.0,7.571428571428571,0.0,9.114285714285705,10.228571428571446,61.90476190476188,10.69428571428571,74.2,12.15,60.9,65.6,0.0,9.2,0.00899999999999973,9.410000000000004,10.359999999999996,63.05555555555551,10.671999999999963
2,2008-08-26,68.0,14.5,55,61.0,0.0,3.0,0.0,7.9,9.5,2008,8,35,10.74,63.88888888888889,71.14285714285714,10.428571428571429,57.285714285714285,62.57142857142857,0.0,6.142857142857143,0.0,9.157142857142848,10.24285714285716,61.50793650793649,10.705714285714281,73.4,11.35,60.4,65.1,0.0,8.4,0.00899999999999973,9.550000000000004,10.539999999999996,63.88888888888884,10.685999999999963
1,2008-08-27,72.0,2.0,56,63.0,0.0,7.0,0.0,4.6,5.9,2008,8,35,10.77,55.55555555555556,70.0,6.928571428571429,55.57142857142857,61.42857142857143,0.0,5.0,0.0,8.62857142857142,9.714285714285733,59.9206349206349,10.721428571428566,72.8,10.85,59.2,64.3,0.0,7.8,0.0,8.740000000000004,9.849999999999996,62.222222222222186,10.699999999999964
2,2008-08-27,71.0,17.5,57,63.0,0.0,6.0,0.0,4.2,4.7,2008,8,35,10.77,61.1111111111111,70.14285714285714,9.571428571428571,55.57142857142857,61.57142857142857,0.0,5.142857142857143,0.0,8.12857142857142,9.000000000000018,59.523809523809504,10.732857142857139,71.9,9.95,58.0,63.4,0.0,6.9,0.0,8.050000000000004,9.169999999999996,61.38888888888884,10.713999999999963
1,2008-08-28,72.0,2.0,64,67.0,0.0,7.0,0.06,5.7,6.7,2008,8,35,10.79,77.77777777777777,70.14285714285714,7.214285714285714,56.57142857142857,62.142857142857146,0.0,5.142857142857143,0.008571428571428313,7.69999999999999,8.528571428571448,62.30158730158728,10.747142857142851,71.3,9.45,57.8,63.1,0.0,6.3,0.00599999999999973,7.860000000000005,8.899999999999995,62.499999999999964,10.726999999999965
2,2008-08-28,74.0,20.5,65,68.0,0.0,9.0,0.02,5.7,6.5,2008,8,35,10.79,75.0,70.85714285714286,10.285714285714286,58.142857142857146,63.285714285714285,0.0,5.857142857142857,0.011428571428571172,6.928571428571419,7.828571428571448,64.68253968253967,10.75857142857142,70.7,8.85,57.5,62.8,0.0,5.7,0.007999999999999731,7.600000000000006,8.589999999999996,63.3333333333333,10.739999999999963
1,2008-08-29,75.0,5.0,58,65.0,0.0,10.0,0.04,3.5,6.5,2008,8,35,10.82,52.777777777777786,71.57142857142857,8.642857142857142,58.42857142857143,63.857142857142854,0.0,6.571428571428571,0.017142857142856884,5.614285714285706,6.885714285714305,63.49206349206348,10.774285714285705,71.2,9.45,57.6,63.1,0.0,6.2,0.01199999999999973,7.180000000000005,8.269999999999996,62.22222222222219,10.752999999999963
2,2008-08-29,76.0,22.5,61,66.0,0.0,11.0,0.0,3.6,6.1,2008,8,35,10.82,58.33333333333334,72.57142857142857,12.0,59.42857142857143,64.71428571428571,0.0,7.571428571428571,0.017142857142856884,5.02857142857142,6.5571428571428765,63.49206349206349,10.785714285714276,71.6,9.85,58.0,63.4,0.0,6.6,0.01199999999999973,6.670000000000004,7.8799999999999955,62.22222222222219,10.765999999999963
1,2008-08-30,72.0,2.0,55,62.0,0.0,7.0,0.0,2.6,3.8,2008,8,35,10.84,52.77777777777778,73.14285714285714,10.214285714285714,59.42857142857143,64.85714285714286,0.0,8.142857142857142,0.017142857142856884,4.271428571428563,5.7428571428571615,61.90476190476189,10.799999999999992,71.9,10.15,58.1,63.6,0.0,6.9,0.01199999999999973,5.820000000000004,7.119999999999995,61.66666666666664,10.778999999999963
2,2008-08-30,74.0,20.5,55,64.0,0.0,9.0,0.0,2.0,3.2,2008,8,35,10.84,47.222222222222236,73.42857142857143,12.857142857142858,59.285714285714285,65.0,0.0,8.428571428571429,0.017142857142856884,3.8999999999999915,5.357142857142876,60.71428571428571,10.809999999999992,72.3,10.55,58.0,63.9,0.0,7.3,0.01199999999999973,4.750000000000004,6.129999999999995,60.27777777777776,10.791999999999963
1,2008-08-31,75.0,6.0,56,64.0,0.0,10.0,0.0,4.8,5.4,2008,8,35,10.87,47.22222222222223,74.0,11.214285714285714,59.142857142857146,65.14285714285714,0.0,9.0,0.017142857142856884,3.985714285714277,5.457142857142876,58.73015873015873,10.824285714285708,72.9,11.25,58.2,64.3,0.0,7.9,0.01199999999999973,4.4600000000000035,5.829999999999995,59.16666666666664,10.804999999999962
2,2008-08-31,77.0,23.5,57,65.0,0.0,12.0,0.0,4.8,5.2,2008,8,35,10.87,44.44444444444444,74.71428571428571,14.285714285714286,58.142857142857146,64.85714285714286,0.0,9.714285714285714,0.008571428571428313,3.8571428571428483,5.2428571428571615,53.96825396825397,10.83571428571428,73.8,12.15,58.4,64.7,0.0,8.8,0.01199999999999973,4.150000000000004,5.399999999999995,57.22222222222219,10.817999999999964
1,2008-09-01,76.0,8.0,54,63.0,0.0,11.0,0.0,7.0,7.7,2008,9,36,10.9,38.88888888888889,75.0,12.5,56.57142857142857,64.14285714285714,0.0,10.0,0.005714285714285456,4.042857142857135,5.414285714285733,48.80952380952381,10.851428571428569,74.2,12.75,58.2,64.7,0.0,9.2,0.01199999999999973,4.390000000000003,5.579999999999996,55.55555555555553,10.830999999999964
2,2008-09-01,78.0,24.5,54,64.0,0.0,13.0,0.0,7.7,7.9,2008,9,36,10.9,33.33333333333332,75.42857142857143,15.285714285714286,56.0,64.0,0.0,10.428571428571429,0.0,4.642857142857134,5.614285714285733,46.03174603174603,10.862857142857141,74.9,13.45,57.9,64.8,0.0,9.9,0.01199999999999973,4.740000000000004,5.899999999999995,52.77777777777776,10.843999999999966
1,2008-09-02,80.0,12.0,61,68.0,0.0,15.0,0.0,3.2,4.4,2008,9,36,10.92,47.222222222222214,76.0,13.785714285714286,56.0,64.28571428571429,0.0,11.0,0.0,4.585714285714277,5.37142857142859,44.44444444444444,10.877142857142855,75.7,14.45,57.6,64.9,0.0,10.7,0.00599999999999973,4.490000000000004,5.669999999999995,49.7222222222222,10.856999999999966
2,2008-09-02,82.0,28.5,61,68.0,0.0,17.0,0.0,2.8,4.5,2008,9,36,10.92,41.66666666666667,77.42857142857143,17.571428571428573,56.857142857142854,65.14285714285714,0.0,12.428571428571429,0.0,4.614285714285706,5.47142857142859,42.857142857142854,10.888571428571426,76.5,15.25,57.2,64.9,0.0,11.5,0.00399999999999973,4.200000000000003,5.469999999999994,46.38888888888887,10.869999999999965
1,2008-09-03,72.0,4.0,60,64.0,0.0,7.0,0.02,9.8,10.4,2008,9,36,10.95,66.66666666666666,77.14285714285714,15.214285714285714,57.57142857142857,65.14285714285714,0.0,12.142857142857142,0.0028571428571425987,5.72857142857142,6.500000000000019,45.634920634920626,10.904285714285711,76.2,15.15,57.4,64.8,0.0,11.2,0.0019999999999997303,4.830000000000003,5.859999999999995,47.77777777777776,10.882999999999964
2,2008-09-03,73.0,19.5,62,65.0,0.0,8.0,0.0,11.2,12.1,2008,9,36,10.95,69.44444444444446,76.85714285714286,17.142857142857142,58.42857142857143,65.28571428571429,0.0,11.857142857142858,0.0028571428571425987,6.642857142857134,7.457142857142876,48.8095238095238,10.915714285714284,75.9,14.85,57.5,64.7,0.0,10.9,0.0019999999999997303,5.5900000000000025,6.4599999999999955,48.88888888888886,10.895999999999963
1,2008-09-04,64.0,-4.0,61,62.0,1.0,0.0,2.9,11.6,12.4,2008,9,36,10.98,91.66666666666667,75.0,13.214285714285714,59.0,64.85714285714286,0.14285714285714285,10.142857142857142,0.41714285714285687,7.614285714285707,8.485714285714305,55.55555555555555,10.931428571428569,75.1,14.25,58.1,64.7,0.1,10.2,0.2919999999999997,6.490000000000004,7.319999999999996,52.777777777777736,10.909999999999965
2,2008-09-04,66.0,12.5,63,64.0,0.0,1.0,2.68,11.2,12.2,2008,9,36,10.98,91.66666666666667,73.57142857142857,13.857142857142858,60.285714285714285,65.0,0.14285714285714285,8.714285714285714,0.7999999999999997,8.214285714285706,9.128571428571448,63.09523809523809,10.94285714285714,74.3,13.45,58.9,64.7,0.1,9.4,0.5599999999999998,7.410000000000004,8.219999999999995,57.22222222222217,10.923999999999964
1,2008-09-05,64.0,-3.0,56,59.0,1.0,0.0,0.0,5.9,6.9,2008,9,36,11.0,77.77777777777779,71.57142857142857,9.928571428571429,60.57142857142857,64.28571428571429,0.2857142857142857,6.857142857142857,0.7999999999999997,7.957142857142848,8.985714285714305,69.44444444444444,10.957142857142854,73.2,12.55,58.9,64.2,0.2,8.4,0.5599999999999998,7.520000000000005,8.369999999999996,60.277777777777736,10.936999999999964
2,2008-09-05,63.0,9.5,58,60.0,2.0,0.0,0.01,4.3,4.7,2008,9,36,11.0,86.11111111111111,69.14285714285714,9.571428571428571,60.142857142857146,63.142857142857146,0.5714285714285714,4.714285714285714,0.801428571428571,8.114285714285705,9.028571428571448,75.00000000000001,10.968571428571424,71.8,11.15,59.0,63.7,0.4,7.2,0.5609999999999997,7.470000000000004,8.319999999999997,64.4444444444444,10.949999999999964
1,2008-09-06,64.0,-3.0,54,58.0,1.0,0.0,0.01,4.9,5.3,2008,9,36,11.03,72.22222222222223,66.57142857142857,5.071428571428571,59.142857142857146,61.714285714285715,0.7142857142857143,2.2857142857142856,0.8028571428571425,8.414285714285706,9.142857142857164,79.3650793650794,10.98428571428571,70.6,10.05,59.0,63.2,0.5,6.1,0.5619999999999997,7.260000000000005,8.079999999999995,67.77777777777774,10.962999999999962
2,2008-09-06,65.0,11.5,54,59.0,0.0,0.0,0.0,5.1,5.5,2008,9,36,11.03,69.44444444444446,65.57142857142857,6.142857142857143,58.285714285714285,61.0,0.7142857142857143,1.2857142857142858,0.7999999999999997,7.742857142857133,8.442857142857163,79.7619047619048,10.995714285714282,69.3,8.75,59.0,62.7,0.5,4.8,0.5619999999999997,7.000000000000004,7.8399999999999945,71.38888888888884,10.975999999999962
1,2008-09-07,65.0,-2.0,51,57.0,0.0,0.0,0.0,6.4,6.6,2008,9,36,11.06,61.11111111111112,64.42857142857143,3.0714285714285716,56.714285714285715,59.857142857142854,0.7142857142857143,0.14285714285714285,0.7999999999999997,7.057142857142848,7.657142857142878,78.5714285714286,11.011428571428567,67.8,7.35,58.0,61.6,0.5,3.3,0.5619999999999997,7.320000000000005,8.059999999999993,72.77777777777774,10.989999999999963
2,2008-09-07,66.0,12.5,52,58.0,0.0,1.0,0.01,7.0,7.4,2008,9,36,11.06,61.111111111111114,64.71428571428571,5.428571428571429,55.42857142857143,59.285714285714285,0.5714285714285714,0.2857142857142857,0.38714285714285684,6.399999999999991,6.9428571428571635,74.20634920634924,11.022857142857138,66.2,5.75,57.1,60.6,0.5,1.7,0.5629999999999997,7.740000000000005,8.349999999999994,74.72222222222219,11.003999999999962
1,2008-09-08,60.0,-6.0,52,55.0,5.0,0.0,1.23,4.6,6.2,2008,9,37,11.09,77.77777777777779,63.857142857142854,2.7857142857142856,53.857142857142854,58.0,1.2857142857142858,0.14285714285714285,0.17999999999999966,5.4571428571428475,6.085714285714308,72.22222222222226,11.038571428571425,65.0,4.75,56.3,59.7,1.0,1.0,0.6839999999999998,7.220000000000004,7.929999999999994,75.8333333333333,11.017999999999962
2,2008-09-08,62.0,8.5,54,56.0,3.0,0.0,1.01,4.9,6.9,2008,9,37,11.09,77.77777777777777,63.57142857142857,4.428571428571429,53.57142857142857,57.57142857142857,1.5714285714285714,0.14285714285714285,0.32428571428571396,5.314285714285704,6.085714285714308,72.22222222222226,11.051428571428568,63.9,3.65,55.5,58.8,1.3,0.2,0.7849999999999998,6.590000000000005,7.409999999999995,76.66666666666664,11.031999999999963
1,2008-09-09,59.0,-7.0,45,52.0,6.0,0.0,0.0,3.9,6.4,2008,9,37,11.11,61.111111111111114,63.0,2.0714285714285716,51.714285714285715,56.42857142857143,2.142857142857143,0.14285714285714285,0.32285714285714256,5.257142857142847,6.32857142857145,68.6507936507937,11.067142857142853,63.4,3.35,53.9,57.8,1.8,0.2,0.4949999999999998,5.820000000000006,6.809999999999995,73.61111111111109,11.044999999999963
2,2008-09-09,59.0,5.5,46,52.0,6.0,0.0,0.01,3.1,5.9,2008,9,37,11.11,63.888888888888886,62.285714285714285,3.2857142857142856,50.57142857142857,55.57142857142857,2.857142857142857,0.14285714285714285,0.32285714285714256,4.999999999999991,6.414285714285735,67.46031746031751,11.078571428571424,62.7,2.65,52.2,56.6,2.4,0.1,0.2279999999999997,5.010000000000005,6.179999999999995,70.83333333333331,11.05799999999996
1,2008-09-10,60.0,-6.0,48,54.0,5.0,0.0,0.0,4.3,5.1,2008,9,37,11.14,66.66666666666667,61.57142857142857,0.7857142857142857,49.714285714285715,54.857142857142854,3.5714285714285716,0.14285714285714285,0.32285714285714256,4.885714285714276,6.357142857142878,67.06349206349212,11.094285714285709,62.3,2.35,51.4,56.1,2.8,0.1,0.2279999999999997,4.850000000000005,5.999999999999995,69.7222222222222,11.071999999999962
2,2008-09-10,61.0,7.5,47,54.0,4.0,0.0,0.0,4.0,4.9,2008,9,37,11.14,61.111111111111114,61.0,2.142857142857143,49.142857142857146,54.42857142857143,4.142857142857143,0.14285714285714285,0.32285714285714256,4.542857142857133,6.114285714285735,67.0634920634921,11.105714285714281,62.1,2.15,50.3,55.5,3.0,0.1,0.22699999999999973,4.820000000000006,6.019999999999994,67.2222222222222,11.085999999999961
1,2008-09-11,67.0,2.0,57,61.0,0.0,2.0,0.0,8.9,9.8,2008,9,37,11.17,72.22222222222223,61.142857142857146,0.6428571428571429,49.857142857142854,54.857142857142854,4.142857142857143,0.2857142857142857,0.3214285714285712,4.814285714285704,6.457142857142879,68.6507936507937,11.121428571428567,62.4,2.65,50.6,55.8,2.9,0.3,0.22599999999999976,5.220000000000005,6.469999999999994,67.2222222222222,11.099999999999962
2,2008-09-11,68.0,14.5,57,62.0,0.0,3.0,0.0,8.6,9.4,2008,9,37,11.17,69.44444444444444,62.285714285714285,3.5714285714285716,50.57142857142857,55.857142857142854,3.4285714285714284,0.7142857142857143,0.14571428571428546,5.385714285714276,6.914285714285735,67.46031746031751,11.132857142857137,62.7,2.95,50.9,56.1,2.9,0.6,0.22599999999999976,5.570000000000006,6.859999999999995,67.2222222222222,11.113999999999962
1,2008-09-12,71.0,6.0,67,68.0,0.0,6.0,0.37,6.0,6.8,2008,9,37,11.19,88.88888888888887,63.57142857142857,3.2142857142857144,52.42857142857143,57.57142857142857,3.0,1.5714285714285714,0.05428571428571405,5.542857142857133,6.900000000000021,69.0476190476191,11.147142857142851,63.3,3.75,52.5,57.2,2.9,1.2,0.2629999999999998,5.530000000000006,6.8799999999999955,69.99999999999997,11.126999999999962
2,2008-09-12,71.0,17.5,68,69.0,0.0,6.0,0.62,6.6,7.1,2008,9,37,11.19,91.66666666666666,65.28571428571429,6.714285714285714,55.714285714285715,60.0,2.142857142857143,2.4285714285714284,0.14285714285714263,5.928571428571419,7.000000000000021,73.41269841269846,11.158571428571422,63.8,4.25,54.1,58.3,2.9,1.7,0.3239999999999998,5.4900000000000055,6.849999999999994,73.05555555555553,11.139999999999961
1,2008-09-13,72.0,7.0,69,70.0,0.0,7.0,6.64,6.4,9.1,2008,9,37,11.22,91.66666666666667,67.14285714285714,6.928571428571429,59.0,62.57142857142857,1.2857142857142858,3.4285714285714284,1.0899999999999996,6.399999999999991,7.457142857142879,77.38095238095242,11.174285714285707,65.0,5.55,55.8,59.8,2.4,2.4,0.8649999999999997,5.670000000000005,7.1399999999999935,74.44444444444441,11.15299999999996
2,2008-09-13,73.0,19.5,71,72.0,0.0,8.0,3.07,7.2,9.7,2008,9,37,11.22,94.44444444444446,69.0,10.571428571428571,62.285714285714285,65.14285714285714,0.5714285714285714,4.571428571428571,1.5285714285714282,6.814285714285705,8.114285714285735,81.3492063492064,11.18571428571428,66.1,6.65,57.5,61.4,2.1,3.2,1.0709999999999997,5.900000000000006,7.419999999999993,76.11111111111109,11.16599999999996
1,2008-09-14,65.0,1.0,61,62.0,0.0,0.0,1.44,7.7,10.1,2008,9,37,11.25,88.8888888888889,69.57142857142857,9.642857142857142,64.28571428571429,66.28571428571429,0.0,4.571428571428571,1.7342857142857138,7.3428571428571345,8.857142857142879,85.31746031746037,11.201428571428565,66.7,7.45,59.1,62.4,1.5,3.2,1.2149999999999996,6.2800000000000065,7.789999999999992,78.88888888888887,11.17999999999996
2,2008-09-14,65.0,11.5,62,63.0,0.0,0.0,1.75,7.2,9.9,2008,9,37,11.25,91.66666666666669,69.28571428571429,11.0,65.0,66.57142857142857,0.0,4.285714285714286,1.9842857142857138,7.0999999999999925,8.871428571428593,88.09523809523817,11.212857142857136,67.3,8.05,60.7,63.5,0.9,3.2,1.3889999999999998,6.690000000000007,8.189999999999992,81.66666666666666,11.19399999999996
1,2008-09-15,58.0,-6.0,51,55.0,7.0,0.0,0.0,5.7,6.1,2008,9,38,11.28,80.55555555555554,67.85714285714286,8.071428571428571,64.14285714285714,65.57142857142857,1.0,3.857142857142857,1.9842857142857138,6.685714285714278,8.400000000000022,89.68253968253975,11.228571428571422,67.1,8.05,61.0,63.6,1.1,3.2,1.3889999999999998,6.830000000000007,8.289999999999992,83.05555555555554,11.20799999999996
2,2008-09-15,60.0,6.5,53,56.0,5.0,0.0,0.01,5.9,6.3,2008,9,38,11.28,80.55555555555556,66.28571428571429,8.142857142857142,62.142857142857146,63.857142857142854,1.7142857142857142,3.0,1.9328571428571426,6.671428571428564,8.32857142857145,88.49206349206356,11.241428571428566,67.0,7.95,61.6,63.8,1.2,3.2,1.3899999999999997,7.020000000000008,8.42999999999999,84.99999999999999,11.22199999999996
1,2008-09-16,60.0,-4.0,50,55.0,5.0,0.0,0.0,5.3,5.8,2008,9,38,11.72,72.22222222222223,64.71428571428571,5.071428571428571,59.57142857142857,61.857142857142854,2.4285714285714284,2.142857142857143,1.844285714285714,6.485714285714278,8.142857142857164,85.7142857142858,11.317142857142851,66.3,7.35,60.9,63.2,1.7,3.0,1.3899999999999997,6.660000000000006,8.02999999999999,85.0,11.27699999999996
2,2008-09-16,61.0,7.5,50,55.0,4.0,0.0,0.0,5.3,6.2,2008,9,38,11.72,69.44444444444444,63.142857142857146,5.142857142857143,56.857142857142854,59.714285714285715,3.0,1.1428571428571428,0.8957142857142856,6.32857142857142,7.72857142857145,82.53968253968263,11.388571428571423,65.6,6.65,60.2,62.5,2.1,2.7,1.3899999999999997,6.330000000000006,7.709999999999991,85.0,11.33199999999996
