nummosquitos,cool_7,heat_10,species_CULEX PIPIENS,weekofyear,dewpoint_10,species_CULEX RESTUANS,resultspeed,wnvpresencefreq,close_to_top_traps,wnvpresent
3,7.571428571428571,0.0,0,26,56.5,0,8.2,0.0,2.7769230769230773,0
2,7.571428571428571,0.0,0,26,56.5,1,8.2,0.0,2.7769230769230773,0
6,7.571428571428571,0.0,0,26,56.5,0,8.2,0.0,2.7769230769230773,0
3,7.571428571428571,0.0,0,26,56.5,0,8.2,0.0,1.416923076923077,0
467,7.571428571428571,0.0,0,26,56.5,0,8.2,0.0,0.48823529411764705,0
334,7.571428571428571,0.0,0,26,56.5,1,8.2,0.0,0.48823529411764705,0
35,7.571428571428571,0.0,0,26,56.5,0,8.2,0.0,0.2651011598273262,0
20,7.571428571428571,0.0,0,26,56.5,1,8.2,0.0,0.2651011598273262,0
40,7.571428571428571,0.0,1,26,56.5,0,8.2,0.0,0.2651011598273262,0
24,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,1.8805555555555555,0
18,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,1.8805555555555555,0
4,13.714285714285715,0.0,1,28,59.5,0,5.5,0.0,1.8805555555555555,0
4,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.1,0
23,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.1,0
17,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,1.416923076923077,0
77,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,1.416923076923077,0
1,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.1,0
51,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.5269230769230773,0
16,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.5269230769230773,0
3,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.5269230769230773,0
1,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.7769230769230773,0
5,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.7769230769230773,0
1,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.1,0
1,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,1.8805555555555555,0
10,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,1.8805555555555555,0
2,13.714285714285715,0.0,1,28,59.5,0,5.5,0.0,1.8805555555555555,0
47,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,1.8805555555555555,0
43,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,1.8805555555555555,0
2,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.1,0
3,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.5269230769230773,0
4,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.7769230769230773,0
14,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.7769230769230773,0
5,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.7769230769230773,0
3,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,1.416923076923077,0
3,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,1.416923076923077,0
217,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,0.48823529411764705,0
288,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,0.48823529411764705,0
2,13.714285714285715,0.0,1,28,59.5,0,5.5,0.0,0.48823529411764705,0
42,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,0.2651011598273262,0
103,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,0.2651011598273262,0
22,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,1.8805555555555555,0
41,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,1.8805555555555555,0
1,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.7769230769230773,0
4,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.7769230769230773,0
1,13.714285714285715,0.0,0,28,59.5,0,5.5,0.0,2.1,0
2,13.714285714285715,0.0,0,28,59.5,1,5.5,0.0,2.1,0
37,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,1.8805555555555555,0
17,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,1.8805555555555555,0
1,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.1,0
62,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,1.416923076923077,0
9,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,1.416923076923077,0
3,9.571428571428571,0.0,1,28,62.1,0,5.4,0.0,1.416923076923077,0
1,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.1,0
112,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.5269230769230773,0
17,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.5269230769230773,0
2,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.7769230769230773,0
2,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.7769230769230773,0
3,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.1,0
2,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.1,0
91,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,1.8805555555555555,0
12,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,1.8805555555555555,0
1,9.571428571428571,0.0,1,28,62.1,0,5.4,0.0,1.8805555555555555,0
100,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,1.8805555555555555,0
31,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,1.8805555555555555,0
2,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.7769230769230773,0
5,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.5269230769230773,0
1,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.1,0
5,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.5269230769230773,0
4,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.5269230769230773,0
2,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,1.8805555555555555,0
1,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,1.8805555555555555,0
6,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.7769230769230773,0
7,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.7769230769230773,0
1,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.7769230769230773,0
1,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,1.416923076923077,0
1,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,1.416923076923077,0
35,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,0.48823529411764705,0
146,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,0.48823529411764705,0
15,9.571428571428571,0.0,1,28,62.1,0,5.4,0.0,0.48823529411764705,0
2,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,0.48823529411764705,0
30,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,0.2651011598273262,0
139,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,0.2651011598273262,0
5,9.571428571428571,0.0,1,28,62.1,0,5.4,0.0,0.2651011598273262,0
118,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,1.8805555555555555,0
8,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,1.8805555555555555,0
2,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,1.8805555555555555,0
3,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.7769230769230773,0
5,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.7769230769230773,0
1,9.571428571428571,0.0,0,28,62.1,0,5.4,0.0,2.7769230769230773,0
1,9.571428571428571,0.0,0,28,62.1,1,5.4,0.0,2.1,0
23,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,1.8805555555555555,0
6,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,1.8805555555555555,0
37,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,1.416923076923077,0
2,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,1.416923076923077,0
2,13.142857142857142,0.0,1,30,70.0,0,3.4,0.0,1.416923076923077,0
3,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,2.1,0
23,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.5269230769230773,0
6,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,2.5269230769230773,0
3,13.142857142857142,0.0,1,30,70.0,0,3.4,0.0,2.5269230769230773,0
5,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.7769230769230773,0
1,13.142857142857142,0.0,1,30,70.0,0,3.4,0.0,2.1,0
62,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,1.8805555555555555,0
10,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,1.8805555555555555,0
2,13.142857142857142,0.0,1,30,70.0,0,3.4,0.0,1.8805555555555555,0
15,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,1.8805555555555555,0
6,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,1.8805555555555555,0
7,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.7769230769230773,0
9,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.5269230769230773,0
2,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.1,0
2,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.1,0
11,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.5269230769230773,0
6,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,2.5269230769230773,0
2,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,1.8805555555555555,0
25,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.7769230769230773,0
7,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,2.7769230769230773,0
2,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.7769230769230773,0
1,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,1.416923076923077,0
292,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0018148820326678765,0.48823529411764705,1
212,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0018148820326678765,0.48823529411764705,1
97,13.142857142857142,0.0,1,30,70.0,0,3.4,0.0,0.48823529411764705,0
128,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,0.2651011598273262,0
12,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,0.2651011598273262,0
12,13.142857142857142,0.0,1,30,70.0,0,3.4,0.0,0.2651011598273262,0
262,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,1.8805555555555555,0
8,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,1.8805555555555555,0
17,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.7769230769230773,0
9,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,2.7769230769230773,0
3,13.142857142857142,0.0,0,30,70.0,0,3.4,0.0,2.1,0
1,13.142857142857142,0.0,0,30,70.0,1,3.4,0.0,2.1,0
1,13.142857142857142,0.0,1,30,70.0,0,3.4,0.0,2.1,0
29,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,1.8805555555555555,0
7,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,1.8805555555555555,0
8,14.571428571428573,0.0,1,30,66.8,0,4.3,0.0,1.8805555555555555,0
51,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,1.416923076923077,0
15,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,1.416923076923077,0
147,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,2.5269230769230773,0
13,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,2.5269230769230773,0
1,14.571428571428573,0.0,1,30,66.8,0,4.3,0.0,2.5269230769230773,0
1,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,2.7769230769230773,0
2,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,2.1,0
103,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,1.8805555555555555,0
25,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,1.8805555555555555,0
20,14.571428571428573,0.0,1,30,66.8,0,4.3,0.0,1.8805555555555555,0
3,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,1.8805555555555555,0
2,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,1.8805555555555555,0
4,14.571428571428573,0.0,1,30,66.8,0,4.3,0.0,1.8805555555555555,0
5,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,2.7769230769230773,0
5,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,2.7769230769230773,0
1,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,2.5269230769230773,0
1,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,2.1,0
1,14.571428571428573,0.0,1,30,66.8,0,4.3,0.0,1.8805555555555555,0
9,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,2.7769230769230773,0
3,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,2.7769230769230773,0
4,14.571428571428573,0.0,1,30,66.8,0,4.3,0.0,2.7769230769230773,0
1,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0,2.7769230769230773,0
87,14.571428571428573,0.0,0,30,66.8,0,4.3,0.003629764065335753,0.48823529411764705,1
37,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0018148820326678765,0.48823529411764705,1
118,14.571428571428573,0.0,1,30,66.8,0,4.3,0.0,0.48823529411764705,0
33,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0018148820326678765,0.2651011598273262,1
10,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0018148820326678765,0.2651011598273262,1
42,14.571428571428573,0.0,1,30,66.8,0,4.3,0.0,0.2651011598273262,0
90,14.571428571428573,0.0,0,30,66.8,0,4.3,0.0018148820326678765,1.8805555555555555,1
4,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,1.8805555555555555,0
3,14.571428571428573,0.0,0,30,66.8,1,4.3,0.0,2.7769230769230773,0
21,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,1.8805555555555555,0
3,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0,1.8805555555555555,0
18,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,1.416923076923077,0
2,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0,1.416923076923077,0
4,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.1,0
52,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.5269230769230773,0
10,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0,2.5269230769230773,0
11,14.428571428571427,0.0,1,31,69.2,0,4.0,0.0,2.5269230769230773,0
1,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.7769230769230773,0
5,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.1,0
1,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0,2.1,0
1,14.428571428571427,0.0,1,31,69.2,0,4.0,0.0,2.1,0
54,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,1.8805555555555555,0
23,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0018148820326678765,1.8805555555555555,1
1,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0,1.8805555555555555,0
6,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.7769230769230773,0
1,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.5269230769230773,0
2,14.428571428571427,0.0,1,31,69.2,0,4.0,0.0,2.5269230769230773,0
48,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.5269230769230773,0
5,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0,2.5269230769230773,0
10,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.7769230769230773,0
1,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,1.416923076923077,0
2,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0,1.416923076923077,0
59,14.428571428571427,0.0,0,31,69.2,0,4.0,0.003629764065335753,0.48823529411764705,1
42,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0,0.48823529411764705,0
16,14.428571428571427,0.0,1,31,69.2,0,4.0,0.0,0.48823529411764705,0
39,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0018148820326678765,0.2651011598273262,1
10,14.428571428571427,0.0,0,31,69.2,1,4.0,0.0018148820326678765,0.2651011598273262,1
8,14.428571428571427,0.0,1,31,69.2,0,4.0,0.0,0.2651011598273262,0
118,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,1.8805555555555555,0
2,14.428571428571427,0.0,1,31,69.2,0,4.0,0.0,1.8805555555555555,0
5,14.428571428571427,0.0,0,31,69.2,0,4.0,0.0,2.7769230769230773,0
14,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,1.8805555555555555,0
6,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,1.416923076923077,0
11,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,2.5269230769230773,0
2,5.857142857142858,0.0,0,32,60.0,1,8.3,0.0,2.5269230769230773,0
5,5.857142857142858,0.0,1,32,60.0,0,8.3,0.0,2.5269230769230773,0
5,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,1.8805555555555555,0
2,5.857142857142858,0.0,1,32,60.0,0,8.3,0.0,1.8805555555555555,0
2,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,1.8805555555555555,0
1,5.857142857142858,0.0,0,32,60.0,1,8.3,0.0,1.8805555555555555,0
1,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,2.5269230769230773,0
1,5.857142857142858,0.0,0,32,60.0,1,8.3,0.0,2.1,0
1,5.857142857142858,0.0,0,32,60.0,1,8.3,0.0,1.8805555555555555,0
15,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,2.7769230769230773,0
2,5.857142857142858,0.0,0,32,60.0,1,8.3,0.0,2.7769230769230773,0
182,5.857142857142858,0.0,0,32,60.0,0,8.3,0.007259528130671506,0.48823529411764705,1
24,5.857142857142858,0.0,0,32,60.0,1,8.3,0.0,0.48823529411764705,0
38,5.857142857142858,0.0,1,32,60.0,0,8.3,0.0018148820326678765,0.48823529411764705,1
2,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,0.48823529411764705,0
58,5.857142857142858,0.0,0,32,60.0,0,8.3,0.003629764065335753,0.2651011598273262,1
7,5.857142857142858,0.0,1,32,60.0,0,8.3,0.0,0.2651011598273262,0
4,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,1.8805555555555555,0
3,5.857142857142858,0.0,0,32,60.0,1,8.3,0.0018148820326678765,1.8805555555555555,1
7,5.857142857142858,0.0,0,32,60.0,0,8.3,0.0,1.8805555555555555,0
2,5.857142857142858,0.0,1,32,60.0,0,8.3,0.0,1.8805555555555555,0
1,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,1.8805555555555555,0
2,9.714285714285714,0.0,0,33,59.3,1,3.3,0.0,1.416923076923077,0
4,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0018148820326678765,2.1,1
13,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,2.5269230769230773,0
5,9.714285714285714,0.0,0,33,59.3,1,3.3,0.0,2.5269230769230773,0
1,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,2.7769230769230773,0
1,9.714285714285714,0.0,0,33,59.3,1,3.3,0.0,2.7769230769230773,0
2,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,2.1,0
2,9.714285714285714,0.0,0,33,59.3,1,3.3,0.0,2.1,0
2,9.714285714285714,0.0,1,33,59.3,0,3.3,0.0,2.1,0
17,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,1.8805555555555555,0
2,9.714285714285714,0.0,0,33,59.3,1,3.3,0.0,1.8805555555555555,0
1,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,2.7769230769230773,0
2,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,2.5269230769230773,0
2,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,1.8805555555555555,0
4,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,2.7769230769230773,0
1,9.714285714285714,0.0,0,33,59.3,1,3.3,0.0,2.7769230769230773,0
2,9.714285714285714,0.0,1,33,59.3,0,3.3,0.0,2.7769230769230773,0
1,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,2.7769230769230773,0
55,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,0.48823529411764705,0
21,9.714285714285714,0.0,0,33,59.3,1,3.3,0.0,0.48823529411764705,0
141,9.714285714285714,0.0,1,33,59.3,0,3.3,0.003629764065335753,0.48823529411764705,1
10,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,0.2651011598273262,0
2,9.714285714285714,0.0,1,33,59.3,0,3.3,0.0,0.2651011598273262,0
1,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,1.8805555555555555,0
8,9.714285714285714,0.0,0,33,59.3,0,3.3,0.0,1.8805555555555555,0
2,9.714285714285714,0.0,0,33,59.3,1,3.3,0.0,1.8805555555555555,0
28,9.0,0.0,0,34,60.7,0,1.9,0.0,1.8805555555555555,0
11,9.0,0.0,0,34,60.7,1,1.9,0.0,1.8805555555555555,0
6,9.0,0.0,0,34,60.7,0,1.9,0.0,1.416923076923077,0
1,9.0,0.0,0,34,60.7,0,1.9,0.0,2.1,0
17,9.0,0.0,0,34,60.7,0,1.9,0.0,2.5269230769230773,0
2,9.0,0.0,0,34,60.7,1,1.9,0.0,2.5269230769230773,0
1,9.0,0.0,0,34,60.7,0,1.9,0.0,2.7769230769230773,0
2,9.0,0.0,0,34,60.7,0,1.9,0.0,2.1,0
14,9.0,0.0,0,34,60.7,0,1.9,0.0,1.8805555555555555,0
8,9.0,0.0,0,34,60.7,0,1.9,0.0,1.8805555555555555,0
3,9.0,0.0,0,34,60.7,0,1.9,0.0,2.7769230769230773,0
1,9.0,0.0,0,34,60.7,0,1.9,0.0,2.5269230769230773,0
1,9.0,0.0,0,34,60.7,0,1.9,0.0,2.1,0
2,9.0,0.0,0,34,60.7,1,1.9,0.0,2.1,0
1,9.0,0.0,0,34,60.7,0,1.9,0.0,1.8805555555555555,0
14,9.0,0.0,0,34,60.7,0,1.9,0.0,2.7769230769230773,0
2,9.0,0.0,0,34,60.7,1,1.9,0.0,2.7769230769230773,0
1,9.0,0.0,0,34,60.7,0,1.9,0.0,2.7769230769230773,0
63,9.0,0.0,0,34,60.7,0,1.9,0.0,0.48823529411764705,0
16,9.0,0.0,0,34,60.7,1,1.9,0.0018148820326678765,0.48823529411764705,1
13,9.0,0.0,0,34,60.7,0,1.9,0.0,0.2651011598273262,0
3,9.0,0.0,0,34,60.7,1,1.9,0.0,0.2651011598273262,0
5,9.0,0.0,0,34,60.7,0,1.9,0.0018148820326678765,1.8805555555555555,1
1,9.0,0.0,0,34,60.7,0,1.9,0.0,2.7769230769230773,0
1,9.0,0.0,0,34,60.7,0,1.9,0.0,2.7769230769230773,0
1,9.0,0.0,0,34,60.7,0,1.9,0.0,2.1,0
3,9.0,0.0,0,34,60.7,0,1.9,0.0,1.8805555555555555,0
3,9.0,0.0,0,34,60.7,0,1.9,0.0,1.8805555555555555,0
15,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0,1.8805555555555555,0
7,8.571428571428571,0.0,1,35,59.5,0,5.2,0.0,1.8805555555555555,0
3,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0,1.416923076923077,0
1,8.571428571428571,0.0,0,35,59.5,1,5.2,0.0,1.416923076923077,0
37,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0018148820326678765,2.5269230769230773,1
13,8.571428571428571,0.0,0,35,59.5,1,5.2,0.0,2.5269230769230773,0
3,8.571428571428571,0.0,1,35,59.5,0,5.2,0.0,2.5269230769230773,0
2,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0,2.1,0
36,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0018148820326678765,1.8805555555555555,1
3,8.571428571428571,0.0,0,35,59.5,1,5.2,0.0,1.8805555555555555,0
7,8.571428571428571,0.0,1,35,59.5,0,5.2,0.0,1.8805555555555555,0
8,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0,1.8805555555555555,0
2,8.571428571428571,0.0,0,35,59.5,1,5.2,0.0,1.8805555555555555,0
1,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0,2.7769230769230773,0
3,8.571428571428571,0.0,1,35,59.5,0,5.2,0.0,2.7769230769230773,0
14,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0,2.5269230769230773,0
3,8.571428571428571,0.0,0,35,59.5,1,5.2,0.0,2.5269230769230773,0
5,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0018148820326678765,2.7769230769230773,1
6,8.571428571428571,0.0,0,35,59.5,1,5.2,0.0,2.7769230769230773,0
1,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0,2.7769230769230773,0
11,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0018148820326678765,1.8805555555555555,1
1,8.571428571428571,0.0,0,35,59.5,1,5.2,0.0,1.8805555555555555,0
4,8.571428571428571,0.0,1,35,59.5,0,5.2,0.0,1.8805555555555555,0
7,8.571428571428571,0.0,0,35,59.5,0,5.2,0.0,1.8805555555555555,0
3,8.571428571428571,0.0,1,35,59.5,0,5.2,0.0,1.8805555555555555,0
128,12.714285714285715,0.0,0,35,61.6,0,4.9,0.0018148820326678765,0.48823529411764705,1
58,12.714285714285715,0.0,0,35,61.6,1,4.9,0.0,0.48823529411764705,0
37,12.714285714285715,0.0,1,35,61.6,0,4.9,0.0,0.48823529411764705,0
37,12.714285714285715,0.0,0,35,61.6,0,4.9,0.0,0.2651011598273262,0
22,12.714285714285715,0.0,0,35,61.6,1,4.9,0.0,0.2651011598273262,0
13,12.714285714285715,0.0,1,35,61.6,0,4.9,0.0018148820326678765,0.2651011598273262,1
4,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,1.8805555555555555,0
3,4.285714285714286,0.1,0,37,57.1,1,10.5,0.0,1.8805555555555555,0
1,4.285714285714286,0.1,1,37,57.1,0,10.5,0.0,1.8805555555555555,0
2,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,1.416923076923077,0
5,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,2.1,0
55,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,2.5269230769230773,0
22,4.285714285714286,0.1,0,37,57.1,1,10.5,0.0,2.5269230769230773,0
2,4.285714285714286,0.1,1,37,57.1,0,10.5,0.0,2.5269230769230773,0
6,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0018148820326678765,2.7769230769230773,1
1,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,2.1,0
22,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0018148820326678765,1.8805555555555555,1
5,4.285714285714286,0.1,0,37,57.1,1,10.5,0.0,1.8805555555555555,0
1,4.285714285714286,0.1,1,37,57.1,0,10.5,0.0,1.8805555555555555,0
1,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,1.8805555555555555,0
3,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,2.7769230769230773,0
1,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,2.5269230769230773,0
1,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,2.1,0
2,4.285714285714286,0.1,0,37,57.1,1,10.5,0.0,2.1,0
18,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0,2.7769230769230773,0
24,4.285714285714286,0.1,0,37,57.1,1,10.5,0.0,2.7769230769230773,0
51,4.285714285714286,0.1,0,37,57.1,0,10.5,0.0018148820326678765,0.48823529411764705,1
